id_votacao,data,data_hora_registro,sigla_orgao,descricao_proposicao,descricao,aprovacao,id_proposicao
2361567-58,2024-07-03,2024-07-03T14:16:13,CCJC,,Aprovado o Parecer.,1.0,2361567
2361567-41,2024-05-15,2024-05-15T15:29:03,CCULT,,Aprovado o Parecer.,1.0,2361567
2361567-21,2023-11-08,2023-11-08T11:45:46,CVT,,Aprovado o Parecer.,1.0,2361567
2361584-13,2023-05-24,2023-06-14T14:11:32,MESA,,Decisão da Mesa,1.0,2361584
2361591-13,2023-05-24,2023-06-14T14:11:35,MESA,,Decisão da Mesa,1.0,2361591
2361587-13,2023-05-24,2023-06-14T14:11:33,MESA,,Decisão da Mesa,1.0,2361587
2361562-13,2023-05-24,2023-06-14T14:11:29,MESA,,Decisão da Mesa,1.0,2361562
2361589-13,2023-05-24,2023-06-14T14:11:35,MESA,,Decisão da Mesa,1.0,2361589
2361576-13,2023-05-24,2023-06-14T14:11:30,MESA,,Decisão da Mesa,1.0,2361576
2361603-13,2023-05-24,2023-06-14T14:11:36,MESA,,Decisão da Mesa,1.0,2361603
2361596-13,2023-05-24,2023-06-14T14:11:36,MESA,,Decisão da Mesa,1.0,2361596
2361604-13,2023-05-24,2023-06-14T14:11:37,MESA,,Decisão da Mesa,1.0,2361604
2361602-13,2023-05-24,2023-06-14T14:11:36,MESA,,Decisão da Mesa,1.0,2361602
2361605-13,2023-05-24,2023-06-14T14:11:37,MESA,,Decisão da Mesa,1.0,2361605
2361607-13,2023-05-24,2023-06-14T14:11:37,MESA,,Decisão da Mesa,1.0,2361607
2361612-13,2023-05-24,2023-06-14T14:11:39,MESA,,Decisão da Mesa,1.0,2361612
2361611-13,2023-05-24,2023-06-14T14:11:39,MESA,,Decisão da Mesa,1.0,2361611
2361608-13,2023-05-24,2023-06-14T14:11:38,MESA,,Decisão da Mesa,1.0,2361608
2361610-3,2023-05-17,2023-05-17T10:26:34,CMADS,REQ 51/2023 CMADS,Aprovado. Subscrito pelos Dep. Amon Mandel e Ivan Valente,1.0,2361610
2361617-13,2023-05-24,2023-06-14T14:11:40,MESA,,Decisão da Mesa,1.0,2361617
2361624-2,2023-05-16,2023-05-16T16:01:18,CPD,REQ 15/2023 CPD,Aprovado.,1.0,2361624
2361619-13,2023-05-24,2023-06-14T14:11:40,MESA,,Decisão da Mesa,1.0,2361619
2361615-13,2023-05-24,2023-06-14T14:11:40,MESA,,Decisão da Mesa,1.0,2361615
2361621-2,2023-05-24,2023-05-24T10:40:05,CFFC,,"Aprovado, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2361621
2361632-2,2023-05-24,2023-05-24T10:39:17,CFFC,,"Aprovado, subscrito pelos deputados Jorge Solla e Alberto Mourão.",1.0,2361632
2361631-2,2023-05-24,2023-05-24T10:40:10,CFFC,REQ 202/2023 CFFC,"Aprovado, subscrito pelos deputados Jorge Solla e Tadeu Veneri.",1.0,2361631
2361634-13,2023-05-24,2023-06-14T14:11:40,MESA,,Decisão da Mesa,1.0,2361634
2361681-14,2023-05-24,2023-06-14T14:11:42,MESA,,Decisão da Mesa,1.0,2361681
2361680-13,2023-05-24,2023-06-14T14:11:41,MESA,,Decisão da Mesa,1.0,2361680
2361768-2,2023-05-16,2023-05-16T13:33:39,CPOVOS,REQ 31/2023 CPOVOS,Aprovado.,1.0,2361768
2361771-4,2023-05-24,2023-05-24T13:20:32,CDC,,Aprovado subscrito pelo Deputado Paulão,1.0,2361771
2361754-5,2023-08-09,2023-08-09T16:04:27,CMULHER,REQ 38/2023 CMULHER,Aprovado.,1.0,2361754
2361804-3,2023-05-17,2023-05-29T13:18:31,CINDRE,REQ 13/2023 CINDRE,Discutiu a matéria o Deputado Jose Airton. Aprovado.,1.0,2361804
2361804-2,2023-05-17,2023-05-17T10:49:57,CINDRE,REQ 13/2023 CINDRE,"Discutiu a matéria, Deputado José Airton. Aprovado.",1.0,2361804
2361799-13,2023-05-24,2023-06-14T14:11:43,MESA,,Decisão da Mesa,1.0,2361799
2361765-21,2023-12-20,2023-12-20T12:12:21,CSAUDE,,Aprovado o Parecer.,1.0,2361765
2361827-18,2023-12-18,2023-12-18T20:24:01,PLEN,PDL 145/2023,"Aprovado requerimento n. 1402/2023 do Sr. Felipe Carreras e outros que requer urgência para o Projeto de Decreto Legislativo nº 140/2023, que susta o Decreto nº 11.515, de 02 de maio de 2023, que revoga o Decreto nº 9.731 de 16/03/2019, que dispensa visto de visita para os nacionais da Comunidade da Austrália, do Canadá, dos Estados Unidos da América e do Japão e altera o Decreto nº 9.199, de 20 de novembro de 2017, que regulamenta a Lei nº 13.445, de 24 de maio de 2017, que institui a Lei de Migração.",1.0,2361827
2361769-5,2023-05-16,2023-05-16T15:48:58,CSPCCO,,"Aprovado contra os votos dos Deputados Ismael Alexandrino, Lidice da Mata, Eriberto Medeiros, Delegada Adriana Accorsi, Duda Salabert, Pastor Henrique Vieira e Welter.",1.0,2361769
2361769-3,2023-05-16,2023-05-16T15:33:14,CSPCCO,,"Rejeitado o Requerimento de Retirada de Pauta contra os votos dos Deputados Pastor Henrique Vieira, Duda Salabert, Delegada Adriana Accorsi, Eriberto Medeiros e Welter.",0.0,2361769
2361838-18,2024-11-27,2024-11-27T19:43:56,PLEN,PL 2507/2023,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 5367/2023, por ter sido aprovado o REQ 4619/2024 que está apensado ao primeiro.",1.0,2361838
2361838-17,2024-11-27,2024-11-27T19:43:54,PLEN,PL 2507/2023,"Aprovado o requerimento nº 4619/2024,do Sr. Acácio Favacho e outros, que solicita urgência (art. 155) para o PL 5367/2023.",1.0,2361838
2361836-2,2023-05-24,2023-05-24T10:09:19,CE,REQ 107/2023 CE,"Aprovado. Subscreveram os Deputados Idilvan Alencar, Abilio Brunini, Rafael Brito e Professora Luciene Cavalcante.",1.0,2361836
2361830-2,2023-05-16,2023-05-16T14:55:04,CEXOBRAS,REQ 17/2023 CEXOBRAS,Aprovado.,1.0,2361830
2361856-2,2023-05-24,2023-05-24T10:09:28,CE,REQ 108/2023 CE,Aprovado. Subscreveram os Deputados Sargento Gonçalves e Abilio Brunini.,1.0,2361856
2405862-2,2023-11-29,2023-11-29T10:23:50,CSAUDE,REQ 301/2023 CSAUDE,Aprovado. Subscrito pelos Deputados Dr. Francisco e Jorge Solla.,1.0,2361837
2361837-26,2023-11-07,2023-11-07T15:22:07,CPD,,Aprovado o Parecer.,1.0,2361837
2361861-11,2023-05-23,2023-05-23T21:06:29,PLEN,,"Aprovado, por unanimidade, o Requerimento.",1.0,2361861
2361839-42,2024-06-19,2024-06-19T14:02:34,CESPO,,Aprovado o Parecer.,1.0,2361839
2361839-27,2023-11-21,2023-11-21T15:45:37,CSPCCO,,Aprovado o Parecer.,1.0,2361839
2378926-2,2023-08-15,2023-08-15T15:23:01,CSPCCO,REQ 254/2023 CSPCCO,Aprovado.,1.0,2361839
2361881-34,2024-10-16,2024-10-17T16:28:23,CFT,,Aprovado o Parecer.,1.0,2361881
2361881-22,2024-08-14,2024-08-14T12:30:39,CSAUDE,,Aprovado o Parecer.,1.0,2361881
2361887-26,2023-12-20,2023-12-20T12:26:07,CSAUDE,,Aprovado o Parecer.,1.0,2361887
2361863-2,2023-05-16,2023-05-16T15:22:01,CSPCCO,REQ 141/2023 CSPCCO,Aprovado.,1.0,2361863
2361873-4,2023-05-23,2023-05-23T15:05:41,CSPCCO,REQ 142/2023 CSPCCO,Aprovado.,1.0,2361873
2361898-53,2024-12-05,2024-12-05T13:21:52,CCJC,,Aprovada a Redação Final.,1.0,2361898
2361898-35,2024-10-16,2024-10-16T10:58:39,CCJC,,Aprovado o Parecer.,1.0,2361898
2361898-21,2023-11-22,2023-11-22T11:26:52,CMADS,,Aprovado o Parecer.,1.0,2361898
2361904-14,2023-05-24,2023-06-14T14:11:44,MESA,,Decisão da Mesa,1.0,2361904
2361910-13,2023-05-24,2023-06-14T14:11:44,MESA,,Decisão da Mesa,1.0,2361910
2433199-2,2024-05-22,2024-05-22T10:41:57,CSAUDE,REQ 137/2024 CSAUDE,"Aprovado. Subscrito pela Deputada Rogéria Santos e pelos Deputados Amom Mandel, Jorge Solla e Dr. Daniel Soranz.",1.0,2361879
2361879-39,2024-05-21,,CSAUDE,,"Apresentação do VTS n. 1 CSAUDE (Voto em Separado), pela Deputada Rosangela Moro (UNIÃO/SP).",0.0,2361879
2361915-13,2023-05-24,2023-06-14T14:11:46,MESA,,Decisão da Mesa,1.0,2361915
2361884-20,2023-11-21,2023-11-21T15:48:15,CSAUDE,,Aprovado o Parecer.,1.0,2361884
2361921-13,2023-05-24,2023-06-14T14:11:47,MESA,,Decisão da Mesa,1.0,2361921
2361914-13,2023-05-24,2023-06-14T14:11:45,MESA,,Decisão da Mesa,1.0,2361914
2361928-25,2024-03-27,2024-03-27T11:41:25,CME,,Aprovado o Parecer.,1.0,2361928
2361927-13,2023-05-24,2023-06-14T14:11:49,MESA,,Decisão da Mesa,1.0,2361927
2361913-13,2023-05-24,2023-06-14T14:11:45,MESA,,Decisão da Mesa,1.0,2361913
2361923-13,2023-05-24,2023-06-14T14:11:47,MESA,,Decisão da Mesa,1.0,2361923
2361926-13,2023-05-24,2023-06-14T14:11:48,MESA,,Decisão da Mesa,1.0,2361926
2361929-13,2023-05-24,2023-06-14T14:11:49,MESA,,Decisão da Mesa,1.0,2361929
2361937-13,2023-05-24,2023-06-14T14:11:52,MESA,,Decisão da Mesa,1.0,2361937
2361940-13,2023-05-24,2023-06-14T14:11:55,MESA,,Decisão da Mesa,1.0,2361940
2361944-13,2023-05-24,2023-06-14T14:11:59,MESA,,Decisão da Mesa,1.0,2361944
2361932-13,2023-05-24,2023-06-14T14:11:50,MESA,,Decisão da Mesa,1.0,2361932
2361946-13,2023-05-24,2023-06-14T14:12:00,MESA,,Decisão da Mesa,1.0,2361946
2361935-13,2023-05-24,2023-06-14T14:11:51,MESA,,Decisão da Mesa,1.0,2361935
2361941-2,2023-05-17,2023-05-17T14:03:06,CCULT,REQ 24/2023 CCULT,Aprovado.,1.0,2361941
2361939-13,2023-05-24,2023-06-14T14:11:54,MESA,,Decisão da Mesa,1.0,2361939
2361947-14,2023-05-24,2023-06-14T14:12:00,MESA,,Decisão da Mesa,1.0,2361947
2361936-22,2024-06-05,2024-06-05T16:21:58,CCULT,,Aprovado o Parecer.,1.0,2361936
2361952-4,2023-06-13,2023-06-13T16:05:03,GTALDIG,REQ 12/2023 GTALDIG,Aprovado.,1.0,2361952
2361942-13,2023-05-24,2023-06-14T14:11:57,MESA,,Decisão da Mesa,1.0,2361942
2361966-13,2023-05-24,2023-06-14T14:12:00,MESA,,Decisão da Mesa,1.0,2361966
2361960-3,2023-05-17,2023-05-17T13:33:59,CESPO,REQ 34/2023 CESPO,Aprovado.,1.0,2361960
2361968-13,2023-05-24,2023-06-14T14:12:01,MESA,,Decisão da Mesa,1.0,2361968
2361977-2,2023-05-24,2023-05-24T10:17:51,CE,REQ 109/2023 CE,"Aprovado. Subscreveram os Deputados Abilio Brunini, Tarcísio Motta, Lêda Borges, Ricardo Ayres e Professor Alcides.",1.0,2361977
2361970-13,2023-05-24,2023-06-14T14:12:01,MESA,,Decisão da Mesa,1.0,2361970
2361962-3,2023-05-17,2023-05-17T13:37:39,CESPO,REQ 35/2023 CESPO,"Aprovado, com aditamento para incluir, como convidada, a Associação Brasileira de Academias - ACAD Brasil.",1.0,2361962
2361955-4,2023-05-24,2023-05-24T13:22:12,CDC,,Aprovado.,1.0,2361955
2371571-8,2023-08-01,2023-08-01T20:17:06,PLEN,REQ 2105/2023,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,2361969
2361996-3,2023-05-17,2023-05-17T15:10:12,CPASF,REQ 21/2023 CPASF,Aprovado.,1.0,2361996
2361976-21,2023-10-18,2023-10-18T15:10:50,CCOM,,Aprovado o Parecer.,1.0,2361976
2361987-20,2023-10-18,2023-10-18T13:50:05,CCULT,,Aprovado o Parecer.,1.0,2361987
2362011-3,2023-06-14,2023-06-14T10:33:35,CDE,REQ 7/2023 CDE,Aprovado.,1.0,2362011
2362014-3,2023-06-14,2023-06-14T10:33:52,CDE,REQ 10/2023 CDE,Aprovado.,1.0,2362014
2362006-2,2023-05-17,2023-05-17T11:03:19,CSAUDE,REQ 110/2023 CSAUDE,"Aprovado. Subscrito pelos Deputados Léo Prates, Dr. Fernando Máximo, Filipe Martins e Abilio Brunini.",1.0,2362006
2362016-3,2023-08-09,2023-08-09T12:32:00,CAPADR,REQ 77/2023 CAPADR,"Aprovado por unanimidade, com inclusão do SENAR.",1.0,2362016
2361993-13,2023-05-24,2023-06-14T14:12:01,MESA,,Decisão da Mesa,1.0,2361993
2362012-3,2023-06-14,2023-06-14T10:33:40,CDE,REQ 8/2023 CDE,Aprovado.,1.0,2362012
2362021-3,2023-05-17,2023-05-17T10:42:27,CMADS,REQ 54/2023 CMADS,Aprovado.,1.0,2362021
2362022-13,2023-05-24,2023-06-14T14:12:02,MESA,,Decisão da Mesa,1.0,2362022
2362013-3,2023-06-14,2023-06-14T10:33:46,CDE,REQ 9/2023 CDE,Aprovado.,1.0,2362013
2362023-13,2023-05-24,2023-06-14T14:12:03,MESA,,Decisão da Mesa,1.0,2362023
2362041-2,2023-05-16,2023-05-16T15:36:17,CICS,REQ 14/2023 CICS,Aprovado com a subscrição do Deputado Vitor Lippi.,1.0,2362041
2362025-13,2023-05-24,2023-06-14T14:12:03,MESA,,Decisão da Mesa,1.0,2362025
2362044-10,2023-07-12,2023-07-12T13:28:14,CMO,,"Aprovado, com voto contrário da Deputada Adriana Ventura",1.0,2362044
2362038-4,2023-05-23,2023-05-23T16:04:53,CEOBSTET,REQ 19/2023 CEOBSTET,Aprovado.,1.0,2362038
2362040-2,2023-05-16,2023-05-16T15:35:56,CICS,REQ 13/2023 CICS,Aprovado com a subscrição do Deputado Vitor Lippi.,1.0,2362040
2362065-13,2023-07-12,2023-07-12T13:30:24,CMO,,Aprovado.,1.0,2362065
2362042-2,2023-05-16,2023-05-16T15:36:18,CICS,REQ 15/2023 CICS,Aprovado com a subscrição do Deputado Vitor Lippi.,1.0,2362042
2362071-2,2023-05-16,2023-05-16T14:55:04,CEXOBRAS,REQ 18/2023 CEXOBRAS,Aprovado.,1.0,2362071
2362059-2,2023-05-24,2023-05-24T10:58:16,CAPADR,REQ 79/2023 CAPADR,Aprovado.,1.0,2362059
2362073-2,2023-08-09,2023-08-09T11:14:15,CAPADR,REQ 80/2023 CAPADR,Aprovado por unanimidade com subscrição do deputado Emidinho Madeira.,1.0,2362073
2362062-10,2023-07-12,2023-07-12T13:29:53,CMO,,"Aprovado, com voto contrário da Deputada Adriana Ventura.",1.0,2362062
2362087-25,2023-09-12,2023-09-12T18:28:48,CSPCCO,,Aprovado o Parecer.,1.0,2362087
2362090-35,2024-08-28,2024-08-28T11:01:15,CMADS,,Aprovado o Parecer.,1.0,2362090
2362029-13,2023-05-24,2023-06-14T14:12:03,MESA,,Decisão da Mesa,1.0,2362029
2362082-2,2023-05-16,2023-05-16T13:38:55,CPOVOS,REQ 32/2023 CPOVOS,Aprovado.,1.0,2362082
2362036-4,2023-05-23,2023-05-23T16:04:53,CEOBSTET,REQ 18/2023 CEOBSTET,Aprovado.,1.0,2362036
2430909-2,2024-05-07,2024-05-07T16:14:52,CSPCCO,REQ 121/2024 CSPCCO,"Aprovado, com subscrição dos Deputados Coronel Ulysses, Alfredo Gaspar e Sargento Gonçalves.",1.0,2362096
2362096-67,2024-04-24,2024-04-24T15:20:45,CCJC,,"Aprovado o Parecer com o seguinte resultado:  34 votos ""Sim"", 30 votos ""Não"". Quórum de votação: 64 votos, apresentou voto em separado o Deputado Patrus Ananias.",1.0,2362096
2362096-62,2024-04-24,2024-04-24T15:00:57,CCJC,,"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão.  Resultado:  32 votos ""Sim"", 15 votos ""Não"", 1 Abstenção. Quórum de votação: 48 votos e 3 Obstruções.",1.0,2362096
2362096-56,2024-04-24,2024-04-24T11:07:29,CCJC,,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  9 votos ""Sim"", 31 votos ""Não"", 1 Abstenção. Quórum de votação: 41 votos e 15 Obstruções.",0.0,2362096
2362096-45,2024-04-16,2024-04-16T17:29:59,CCJC,,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  22 votos ""Sim"", 36 votos ""Não"", 1 Abstenção. Quórum de votação: 59 votos e 1 Obstrução.",0.0,2362096
2362096-30,2023-12-12,2023-12-12T16:35:20,CSPCCO,,"Aprovado o Parecer, apresentou voto em separado o Deputado Pastor Henrique Vieira.",1.0,2362096
2362096-21,2023-11-21,2023-11-21T16:23:27,CSPCCO,,Rejeitado o Requerimento de Retirada de Pauta.,0.0,2362096
2362096-26,2023-12-01,,CSPCCO,,"Apresentação do VTS n. 1 CSPCCO (Voto em Separado), pelo Deputado Pastor Henrique Vieira (PSOL/RJ -Fdr PSOL-REDE).",0.0,2362096
2362096-51,2024-04-24,,CCJC,,"Apresentação do VTS n. 1 CCJC (Voto em Separado), pelo Deputado Patrus Ananias (PT/MG -Fdr PT-PCdoB-PV).",0.0,2362096
2362108-13,2023-05-24,2023-06-14T14:12:04,MESA,,Decisão da Mesa,1.0,2362108
2362091-4,2023-05-24,2023-05-24T13:28:15,CDC,,Aprovado incluindo representante do Sindicato Nacional de Empresas de Telefonia e Serviço Móvel -Conexis,1.0,2362091
2362124-20,2023-08-16,2023-08-16T11:48:19,CREDN,,Aprovado o Parecer.,1.0,2362124
2362126-2,2023-05-16,2023-05-16T15:22:30,CSPCCO,REQ 144/2023 CSPCCO,Aprovado.,1.0,2362126
2362115-2,2023-05-16,2023-05-16T16:01:26,CPD,REQ 16/2023 CPD,Aprovado.,1.0,2362115
2362128-5,2023-05-16,2023-05-16T15:43:27,CASP,REQ 24/2023 CASP,"Aprovado, com solicitação de inclusão do Sindicato dos Trabalhadores em Escolas Públicas do DF  (SAE-DF) pelo dep. Prof. Paulo Fernando.",1.0,2362128
2362131-2,2023-05-16,2023-05-16T15:22:43,CSPCCO,REQ 145/2023 CSPCCO,Aprovado. Subscrito pelo Deputado Junio Amaral.,1.0,2362131
2362132-3,2023-05-17,2023-05-17T10:56:13,CDU,REQ 12/2023 CDU,Aprovado.,1.0,2362132
2362132-2,2023-05-17,2023-05-17T10:54:27,CDU,REQ 12/2023 CDU,Encaminhado requerimento pelo Deputado Guilherme Boulos.,1.0,2362132
2362127-5,2023-05-16,2023-05-16T15:40:12,CASP,REQ 23/2023 CASP,"Aprovado, com solicitação de inclusão de representante do Ministério da Gestão e da Inovação em Serviços Públicos pelo deputado Reimont.",1.0,2362127
2362118-34,2023-09-20,2023-09-20T10:27:12,CFT,,Aprovado o Parecer.,1.0,2362118
2362118-22,2023-08-15,2023-08-15T14:38:06,CICS,,Aprovado o Parecer.,1.0,2362118
2362137-8,2023-05-16,2023-05-16T20:05:38,PLEN,REQ 1520/2023,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 356; não: 89; abstenção: 1; total: 446.,1.0,2362137
2362138-2,2023-05-17,2023-05-17T11:03:51,CSAUDE,REQ 111/2023 CSAUDE,Aprovado.,1.0,2362138
2362151-2,2023-06-13,2023-06-13T16:07:07,CECANCER,REQ 34/2023 CECANCER,Aprovado.,1.0,2362151
2362154-2,2023-05-24,2023-05-24T10:39:44,CFFC,REQ 206/2023 CFFC,"Aprovado, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362154
2362149-2,2023-06-13,2023-06-13T16:07:02,CECANCER,REQ 33/2023 CECANCER,Aprovado.,1.0,2362149
2362153-2,2023-05-24,2023-05-24T10:39:40,CFFC,REQ 205/2023 CFFC,"Aprovado, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362153
2362161-7,2023-08-16,2023-08-17T13:33:21,CN,,Aprovado o parecer na Comissão Mista,1.0,2362161
2362159-3,2023-05-24,2023-05-24T15:37:18,CMULHER,REQ 39/2023 CMULHER,Aprovado.,1.0,2362159
2362157-5,2023-05-16,2023-05-16T14:45:59,CSPCCO,,Aprovado com 23 votos favoráveis e 8 votos contrários.,1.0,2362157
2362157-3,2023-05-16,2023-05-16T14:35:00,CSPCCO,,"Aprovado, contra os votos dos Deputados Pastor Henrique Vieira, Carlos Veras, Welter, Duda Salabert, Dr. Francisco e Delegada Adriana Accorsi. Subscrito pelos Deputados Sargento Fahur, Coronel Ulysses, Delegado Fábio Costa, Sargento Gonçalves, Capitão Alden, Junio Amaral, Delegado Paulo Bilynskyj e Delegado Caveira.",1.0,2362157
2362139-2,2023-05-17,2023-05-17T11:04:04,CSAUDE,REQ 112/2023 CSAUDE,"Aprovado. Subscrito pelos Deputados Marx Beltrão, Abilio Brunini e Dr. Fernando Máximo.",1.0,2362139
2368696-3,2023-08-08,2023-08-08T15:22:31,CASP,REQ 37/2023 CASP,Aprovado.,1.0,2362163
2362163-2,2023-05-16,2023-05-16T15:43:39,CASP,,Aprovado.,1.0,2362163
2362174-3,2023-08-09,2023-08-09T12:38:54,CAPADR,REQ 81/2023 CAPADR,Aprovado por unanimidade.,1.0,2362174
2362185-2,2023-05-16,2023-05-16T14:55:05,CEXOBRAS,REQ 19/2023 CEXOBRAS,Aprovado.,1.0,2362185
2362175-2,2023-05-16,2023-05-16T13:44:00,CPOVOS,REQ 33/2023 CPOVOS,Aprovado.,1.0,2362175
2362178-3,2023-06-06,2023-06-06T13:31:06,CPOVOS,REQ 35/2023 CPOVOS,Aprovado.,1.0,2362178
2362171-2,2023-05-16,2023-05-16T15:37:06,CICS,REQ 17/2023 CICS,Aprovado com a subscrição do Deputado Heitor Schuch,1.0,2362171
2362173-13,2023-05-24,2023-06-14T14:12:04,MESA,,Decisão da Mesa,1.0,2362173
2362186-2,2023-05-24,2023-05-24T10:39:51,CFFC,REQ 207/2023 CFFC,"Aprovado, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362186
2362192-2,2023-05-24,2023-05-24T15:12:07,CDHMIR,,Aprovado.,1.0,2362192
2362190-9,2023-05-24,2023-05-24T21:15:59,PLEN,REQ 1526/2023,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 324; não: 131; abstenção: 1; total: 456.,1.0,2362190
2362176-2,2023-05-16,2023-05-16T13:52:00,CPOVOS,REQ 34/2023 CPOVOS,"Aprovado, com a  subscrição dos deputados Defensor Stélio Dener (Republicanos/RR) e Airton Faleiro (PT/PA). Houve a inclusão dos seguintes convidados:  presidente do Instituto de Assistência Técnica e Extensão Rural do Estado de Roraima, por sugestão do Deputado Defensor Stélio Dener; Iran Xukuru, membro do conselho indigenista para agricultura do povo Xukuru, Leosmar Terena, coordenador-geral de Promoção do Bem Viver Indígena do Ministério dos Povos Indígenas, Luana Kumaruara, doutoranda em Sociologia Indígena e antropóloga pela Universidade Federal do Pará, Kleber Karipuna, coordenador executivo da Articulação dos Povos Indígenas do Brasil e o Ministério de Desenvolvimento Agrário e Agricultura Familiar, por sugestão do Deputado Airton Faleiro;  Subscrito pelos deputados Defensor Stélio Dener (Republicanos/RR) e Airton Faleiro (PT/PA).",1.0,2362176
2362180-2,2023-05-16,2023-05-16T14:58:26,CSPCCO,REQ 147/2023 CSPCCO,Aprovado. Subscrito pelo Deputado Delegado Caveira.,1.0,2362180
2362208-13,2023-05-24,2023-06-14T14:12:04,MESA,,Decisão da Mesa,1.0,2362208
2362198-2,2023-05-17,2023-05-17T11:04:14,CSAUDE,REQ 113/2023 CSAUDE,"Aprovado. Subscrito pelas Deputadas Ana Pimentel e Flávia Morais e pelos Deputados Marx Beltrão, Abilio Brunini, Dr. Fernando Máximo, Filipe Martins e Rafael Simões.",1.0,2362198
2362213-3,2023-05-24,2023-05-24T15:17:38,CDHMIR,,Aprovado. Subscrito pela Deputada Luizianne Lins.,1.0,2362213
2362218-2,2023-05-24,2023-05-24T10:39:56,CFFC,REQ 208/2023 CFFC,"Aprovado, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362218
2362227-21,2023-08-23,2023-08-23T12:34:25,CDE,,Aprovado o Parecer.,1.0,2362227
2362202-4,2023-05-23,2023-05-23T16:04:53,CEOBSTET,REQ 20/2023 CEOBSTET,Aprovado.,1.0,2362202
2362233-13,2023-05-24,2023-06-14T14:12:05,MESA,,Decisão da Mesa,1.0,2362233
2362205-3,2023-05-23,2023-05-23T15:23:55,CSPCCO,REQ 148/2023 CSPCCO,Aprovado. Subscrito pelo Deputado Coronel Assis.,1.0,2362205
2365112-3,2023-05-31,2023-05-31T10:59:34,CVT,REQ 58/2023 CVT,Aprovado.,1.0,2362224
2362224-5,2023-05-24,2023-05-24T10:45:30,CVT,,Aprovado requerimento n. 54/2023 do Sr. Bruno Ganem que requer inclusão de convidados na audiência pública no âmbito da Comissão de Viação e Transportes a ser realizada conforme REQ 52/2023 CVT.,1.0,2362224
2364279-3,2023-05-24,2023-05-24T10:45:27,CVT,REQ 54/2023 CVT,Aprovado.,1.0,2362224
2362224-3,2023-05-17,2023-05-17T13:29:44,CVT,,Aprovado.,1.0,2362224
2362228-4,2023-05-24,2023-05-24T13:31:04,CDC,,"Aprovado incluindo representantes das montadoras GM, Fiat, Honda, Volkswagen, Ford eToyota, em substituição à Anfavea.",1.0,2362228
2362212-2,2023-05-24,2023-05-24T15:12:07,CDHMIR,,Aprovado.,1.0,2362212
2362239-2,2023-05-31,2023-05-31T09:57:58,CMADS,REQ 55/2023 CMADS,Aprovado.,1.0,2362239
2368512-2,2023-06-14,2023-06-14T14:45:59,CSAUDE,REQ 148/2023 CSAUDE,Aprovado.,1.0,2362231
2362231-2,2023-05-17,2023-05-17T11:06:09,CSAUDE,,Aprovado. Subscrito pela Deputada Ana Pimentel e pelos Deputados Abilio Brunini e Dimas Gadelha.,1.0,2362231
2362246-2,2023-05-24,2023-05-24T15:16:28,CLP,REQ 33/2023 CLP,Aprovado.,1.0,2362246
2362220-13,2023-05-24,2023-06-14T14:12:05,MESA,,Decisão da Mesa,1.0,2362220
2362248-3,2023-05-17,2023-05-17T13:42:34,CESPO,REQ 37/2023 CESPO,Aprovado.,1.0,2362248
2362245-2,2023-05-24,2023-05-24T15:16:20,CLP,REQ 32/2023 CLP,Aprovado.,1.0,2362245
2362241-4,2023-08-02,2023-08-02T12:13:22,CREDN,REQ 41/2023 CREDN,Aprovado o Requerimento.,1.0,2362241
2362275-2,2023-05-24,2023-05-24T10:40:00,CFFC,REQ 210/2023 CFFC,"Aprovado, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362275
2362277-2,2023-05-24,2023-05-24T10:38:44,CFFC,,"Aprovado, transformado em convite, subcrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362277
2362276-2,2023-05-24,2023-05-24T10:40:26,CFFC,REQ 211/2023 CFFC,"Aprovado, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362276
2362249-4,2023-05-17,2023-05-17T13:52:46,CESPO,REQ 38/2023 CESPO,Aprovado.,1.0,2362249
2362279-2,2023-05-24,2023-05-24T10:38:53,CFFC,,"Aprovado, transformado em convite, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362279
2362280-2,2023-05-24,2023-05-24T10:39:01,CFFC,,"Aprovado, transformado em convite, subscrito pelos deputados Jorge Solla, Alberto Mourão e Tadeu Veneri.",1.0,2362280
