codTema,tema,relevancia,id_proposicao
37,Comunicações,0,2360198
57,Defesa e Segurança,0,2360184
44,Direitos Humanos e Minorias,0,2360184
57,Defesa e Segurança,0,2360211
44,Direitos Humanos e Minorias,0,2360211
57,Defesa e Segurança,0,2360224
44,Direitos Humanos e Minorias,0,2360224
57,Defesa e Segurança,0,2360191
44,Direitos Humanos e Minorias,0,2360191
57,Defesa e Segurança,0,2360208
44,Direitos Humanos e Minorias,0,2360208
57,Defesa e Segurança,0,2360205
44,Direitos Humanos e Minorias,0,2360205
57,Defesa e Segurança,0,2360203
44,Direitos Humanos e Minorias,0,2360203
57,Defesa e Segurança,0,2360213
44,Direitos Humanos e Minorias,0,2360213
70,Finanças Públicas e Orçamento,0,2360216
56,Saúde,0,2360216
58,Trabalho e Emprego,0,2360216
57,Defesa e Segurança,0,2360219
44,Direitos Humanos e Minorias,0,2360219
57,Defesa e Segurança,0,2360221
44,Direitos Humanos e Minorias,0,2360221
57,Defesa e Segurança,0,2360231
44,Direitos Humanos e Minorias,0,2360231
34,Administração Pública,0,2360262
56,Saúde,0,2360273
57,Defesa e Segurança,0,2360229
44,Direitos Humanos e Minorias,0,2360229
34,Administração Pública,0,2360251
72,Homenagens e Datas Comemorativas,0,2360233
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360272
57,Defesa e Segurança,0,2360237
44,Direitos Humanos e Minorias,0,2360237
57,Defesa e Segurança,0,2360235
44,Direitos Humanos e Minorias,0,2360235
34,Administração Pública,0,2360285
61,"Viação, Transporte e Mobilidade",0,2360278
34,Administração Pública,0,2360289
34,Administração Pública,0,2360279
56,Saúde,0,2360279
34,Administração Pública,0,2360282
61,"Viação, Transporte e Mobilidade",0,2360282
34,Administração Pública,0,2360281
34,Administração Pública,0,2360294
41,Cidades e Desenvolvimento Urbano,0,2360294
61,"Viação, Transporte e Mobilidade",0,2360294
34,Administração Pública,0,2360297
41,Cidades e Desenvolvimento Urbano,0,2360297
61,"Viação, Transporte e Mobilidade",0,2360297
34,Administração Pública,0,2360284
72,Homenagens e Datas Comemorativas,0,2360299
34,Administração Pública,0,2360286
57,Defesa e Segurança,0,2360288
46,Educação,0,2360288
34,Administração Pública,0,2360301
41,Cidades e Desenvolvimento Urbano,0,2360301
61,"Viação, Transporte e Mobilidade",0,2360301
55,Relações Internacionais e Comércio Exterior,0,2360309
34,Administração Pública,0,2360287
34,Administração Pública,0,2360293
41,Cidades e Desenvolvimento Urbano,0,2360293
61,"Viação, Transporte e Mobilidade",0,2360293
34,Administração Pública,0,2360321
41,Cidades e Desenvolvimento Urbano,0,2360321
72,Homenagens e Datas Comemorativas,0,2360317
61,"Viação, Transporte e Mobilidade",0,2360317
34,Administração Pública,0,2360290
56,Saúde,0,2360290
34,Administração Pública,0,2360291
41,Cidades e Desenvolvimento Urbano,0,2360291
61,"Viação, Transporte e Mobilidade",0,2360291
34,Administração Pública,0,2360320
61,"Viação, Transporte e Mobilidade",0,2360320
34,Administração Pública,0,2360325
41,Cidades e Desenvolvimento Urbano,0,2360325
34,Administração Pública,0,2360324
41,Cidades e Desenvolvimento Urbano,0,2360324
61,"Viação, Transporte e Mobilidade",0,2360324
34,Administração Pública,0,2360298
41,Cidades e Desenvolvimento Urbano,0,2360298
61,"Viação, Transporte e Mobilidade",0,2360298
34,Administração Pública,0,2360326
34,Administração Pública,0,2360313
41,Cidades e Desenvolvimento Urbano,0,2360313
34,Administração Pública,0,2360336
41,Cidades e Desenvolvimento Urbano,0,2360336
61,"Viação, Transporte e Mobilidade",0,2360336
34,Administração Pública,0,2360338
41,Cidades e Desenvolvimento Urbano,0,2360338
61,"Viação, Transporte e Mobilidade",0,2360338
34,Administração Pública,0,2360322
41,Cidades e Desenvolvimento Urbano,0,2360322
61,"Viação, Transporte e Mobilidade",0,2360322
34,Administração Pública,0,2360323
41,Cidades e Desenvolvimento Urbano,0,2360323
61,"Viação, Transporte e Mobilidade",0,2360323
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360342
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360345
57,Defesa e Segurança,0,2360345
51,Estrutura Fundiária,0,2360345
43,Direito Penal e Processual Penal,0,2360333
44,Direitos Humanos e Minorias,0,2360333
57,Defesa e Segurança,0,2360340
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360343
58,Trabalho e Emprego,0,2360343
55,Relações Internacionais e Comércio Exterior,0,2360328
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360344
58,Trabalho e Emprego,0,2360344
34,Administração Pública,0,2360334
41,Cidades e Desenvolvimento Urbano,0,2360334
34,Administração Pública,0,2360337
41,Cidades e Desenvolvimento Urbano,0,2360337
34,Administração Pública,0,2360339
41,Cidades e Desenvolvimento Urbano,0,2360339
61,"Viação, Transporte e Mobilidade",0,2360339
54,"Energia, Recursos Hídricos e Minerais",0,2360346
34,Administração Pública,0,2360375
41,Cidades e Desenvolvimento Urbano,0,2360375
34,Administração Pública,0,2360377
41,Cidades e Desenvolvimento Urbano,0,2360377
61,"Viação, Transporte e Mobilidade",0,2360377
34,Administração Pública,0,2360378
41,Cidades e Desenvolvimento Urbano,0,2360378
61,"Viação, Transporte e Mobilidade",0,2360378
43,Direito Penal e Processual Penal,0,2360347
56,Saúde,0,2360347
34,Administração Pública,0,2360379
41,Cidades e Desenvolvimento Urbano,0,2360379
61,"Viação, Transporte e Mobilidade",0,2360379
72,Homenagens e Datas Comemorativas,0,2360381
34,Administração Pública,0,2360380
41,Cidades e Desenvolvimento Urbano,0,2360380
61,"Viação, Transporte e Mobilidade",0,2360380
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360382
40,Economia,0,2360382
66,"Indústria, Comércio e Serviços",0,2360382
46,Educação,0,2360367
70,Finanças Públicas e Orçamento,0,2360367
34,Administração Pública,0,2360374
41,Cidades e Desenvolvimento Urbano,0,2360374
34,Administração Pública,0,2360394
57,Defesa e Segurança,0,2360394
58,Trabalho e Emprego,0,2360394
57,Defesa e Segurança,0,2360395
46,Educação,0,2360395
34,Administração Pública,0,2360399
57,Defesa e Segurança,0,2360399
58,Trabalho e Emprego,0,2360399
34,Administração Pública,0,2360373
41,Cidades e Desenvolvimento Urbano,0,2360373
61,"Viação, Transporte e Mobilidade",0,2360373
34,Administração Pública,0,2360400
57,Defesa e Segurança,0,2360400
61,"Viação, Transporte e Mobilidade",0,2360376
34,Administração Pública,0,2360401
57,Defesa e Segurança,0,2360401
44,Direitos Humanos e Minorias,0,2360401
34,Administração Pública,0,2360402
57,Defesa e Segurança,0,2360402
44,Direitos Humanos e Minorias,0,2360402
34,Administração Pública,0,2360407
57,Defesa e Segurança,0,2360407
56,Saúde,0,2360407
58,Trabalho e Emprego,0,2360407
46,Educação,0,2360408
56,Saúde,0,2360408
57,Defesa e Segurança,0,2360393
70,Finanças Públicas e Orçamento,0,2360393
34,Administração Pública,0,2360405
57,Defesa e Segurança,0,2360405
34,Administração Pública,0,2360411
57,Defesa e Segurança,0,2360411
34,Administração Pública,0,2360409
57,Defesa e Segurança,0,2360409
58,Trabalho e Emprego,0,2360409
34,Administração Pública,0,2360396
57,Defesa e Segurança,0,2360396
34,Administração Pública,0,2360412
57,Defesa e Segurança,0,2360412
58,Trabalho e Emprego,0,2360412
34,Administração Pública,0,2360398
57,Defesa e Segurança,0,2360398
58,Trabalho e Emprego,0,2360398
34,Administração Pública,0,2360410
57,Defesa e Segurança,0,2360410
57,Defesa e Segurança,0,2360416
34,Administração Pública,0,2360403
57,Defesa e Segurança,0,2360403
34,Administração Pública,0,2360406
57,Defesa e Segurança,0,2360406
58,Trabalho e Emprego,0,2360406
41,Cidades e Desenvolvimento Urbano,0,2360446
48,Meio Ambiente e Desenvolvimento Sustentável,0,2360446
57,Defesa e Segurança,0,2360418
56,Saúde,0,2360418
35,"Arte, Cultura e Religião",0,2360457
72,Homenagens e Datas Comemorativas,0,2360457
57,Defesa e Segurança,0,2360417
46,Educação,0,2360417
56,Saúde,0,2360447
57,Defesa e Segurança,0,2360484
44,Direitos Humanos e Minorias,0,2360484
70,Finanças Públicas e Orçamento,0,2360484
57,Defesa e Segurança,0,2360478
43,Direito Penal e Processual Penal,0,2360478
48,Meio Ambiente e Desenvolvimento Sustentável,0,2360478
67,Direito e Defesa do Consumidor,0,2360483
66,"Indústria, Comércio e Serviços",0,2360483
34,Administração Pública,0,2360503
40,Economia,0,2360503
70,Finanças Públicas e Orçamento,0,2360503
40,Economia,0,2360504
58,Trabalho e Emprego,0,2360504
56,Saúde,0,2360509
34,Administração Pública,0,2360492
54,"Energia, Recursos Hídricos e Minerais",0,2360492
56,Saúde,0,2360500
44,Direitos Humanos e Minorias,0,2360543
46,Educação,0,2360543
56,Saúde,0,2360536
58,Trabalho e Emprego,0,2360536
46,Educação,0,2360537
74,"Política, Partidos e Eleições",0,2360542
53,Processo Legislativo e Atuação Parlamentar,0,2360542
43,Direito Penal e Processual Penal,0,2360544
56,Saúde,0,2360577
56,Saúde,0,2360576
46,Educação,0,2360593
34,Administração Pública,0,2360607
61,"Viação, Transporte e Mobilidade",0,2360607
40,Economia,0,2360598
57,Defesa e Segurança,0,2360599
57,Defesa e Segurança,0,2360608
52,Previdência e Assistência Social,0,2360608
62,"Ciência, Tecnologia e Inovação",0,2360615
43,Direito Penal e Processual Penal,0,2360615
44,Direitos Humanos e Minorias,0,2360615
57,Defesa e Segurança,0,2360600
46,Educação,0,2360600
35,"Arte, Cultura e Religião",0,2360622
34,Administração Pública,0,2360623
44,Direitos Humanos e Minorias,0,2360623
34,Administração Pública,0,2360609
39,Esporte e Lazer,0,2360609
44,Direitos Humanos e Minorias,0,2360627
56,Saúde,0,2360632
57,Defesa e Segurança,0,2360631
44,Direitos Humanos e Minorias,0,2360631
34,Administração Pública,0,2360636
41,Cidades e Desenvolvimento Urbano,0,2360636
61,"Viação, Transporte e Mobilidade",0,2360636
62,"Ciência, Tecnologia e Inovação",0,2360624
40,Economia,0,2360624
66,"Indústria, Comércio e Serviços",0,2360624
56,Saúde,0,2360633
62,"Ciência, Tecnologia e Inovação",0,2360626
40,Economia,0,2360626
66,"Indústria, Comércio e Serviços",0,2360626
34,Administração Pública,0,2360639
41,Cidades e Desenvolvimento Urbano,0,2360637
61,"Viação, Transporte e Mobilidade",0,2360637
41,Cidades e Desenvolvimento Urbano,0,2360642
70,Finanças Públicas e Orçamento,0,2360642
35,"Arte, Cultura e Religião",0,2360628
68,Direito Constitucional,0,2360628
58,Trabalho e Emprego,0,2360628
56,Saúde,0,2360643
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360640
40,Economia,0,2360640
70,Finanças Públicas e Orçamento,0,2360640
66,"Indústria, Comércio e Serviços",0,2360640
61,"Viação, Transporte e Mobilidade",0,2360629
43,Direito Penal e Processual Penal,0,2360630
57,Defesa e Segurança,0,2360634
51,Estrutura Fundiária,0,2360634
34,Administração Pública,0,2360652
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360652
44,Direitos Humanos e Minorias,0,2360647
61,"Viação, Transporte e Mobilidade",0,2360647
34,Administração Pública,0,2360653
46,Educação,0,2360653
34,Administração Pública,0,2360638
46,Educação,0,2360638
34,Administração Pública,0,2360659
41,Cidades e Desenvolvimento Urbano,0,2360659
61,"Viação, Transporte e Mobilidade",0,2360659
34,Administração Pública,0,2360655
46,Educação,0,2360655
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360641
61,"Viação, Transporte e Mobilidade",0,2360641
34,Administração Pública,0,2360662
41,Cidades e Desenvolvimento Urbano,0,2360662
61,"Viação, Transporte e Mobilidade",0,2360662
34,Administração Pública,0,2360670
41,Cidades e Desenvolvimento Urbano,0,2360670
34,Administração Pública,0,2360664
41,Cidades e Desenvolvimento Urbano,0,2360664
61,"Viação, Transporte e Mobilidade",0,2360664
34,Administração Pública,0,2360675
58,Trabalho e Emprego,0,2360675
46,Educação,0,2360669
70,Finanças Públicas e Orçamento,0,2360669
34,Administração Pública,0,2360651
41,Cidades e Desenvolvimento Urbano,0,2360651
61,"Viação, Transporte e Mobilidade",0,2360651
34,Administração Pública,0,2360676
39,Esporte e Lazer,0,2360676
34,Administração Pública,0,2360673
41,Cidades e Desenvolvimento Urbano,0,2360673
39,Esporte e Lazer,0,2360673
34,Administração Pública,0,2360679
46,Educação,0,2360679
34,Administração Pública,0,2360677
41,Cidades e Desenvolvimento Urbano,0,2360677
39,Esporte e Lazer,0,2360677
34,Administração Pública,0,2360658
46,Educação,0,2360658
34,Administração Pública,0,2360684
46,Educação,0,2360684
34,Administração Pública,0,2360680
41,Cidades e Desenvolvimento Urbano,0,2360680
61,"Viação, Transporte e Mobilidade",0,2360680
34,Administração Pública,0,2360660
40,Economia,0,2360660
34,Administração Pública,0,2360681
46,Educação,0,2360681
46,Educação,0,2360661
70,Finanças Públicas e Orçamento,0,2360661
42,Direito Civil e Processual Civil,0,2360682
56,Saúde,0,2360682
40,Economia,0,2360663
66,"Indústria, Comércio e Serviços",0,2360663
34,Administração Pública,0,2360692
41,Cidades e Desenvolvimento Urbano,0,2360692
39,Esporte e Lazer,0,2360692
48,Meio Ambiente e Desenvolvimento Sustentável,0,2360687
34,Administração Pública,0,2360672
39,Esporte e Lazer,0,2360672
41,Cidades e Desenvolvimento Urbano,0,2360689
70,Finanças Públicas e Orçamento,0,2360689
61,"Viação, Transporte e Mobilidade",0,2360689
34,Administração Pública,0,2360678
46,Educação,0,2360678
34,Administração Pública,0,2360696
44,Direitos Humanos e Minorias,0,2360696
34,Administração Pública,0,2360683
60,Turismo,0,2360683
34,Administração Pública,0,2360697
60,Turismo,0,2360697
34,Administração Pública,0,2360694
60,Turismo,0,2360694
34,Administração Pública,0,2360685
41,Cidades e Desenvolvimento Urbano,0,2360685
39,Esporte e Lazer,0,2360685
34,Administração Pública,0,2360698
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2360698
34,Administração Pública,0,2360686
39,Esporte e Lazer,0,2360686
34,Administração Pública,0,2360691
39,Esporte e Lazer,0,2360691
34,Administração Pública,0,2360699
44,Direitos Humanos e Minorias,0,2360699
34,Administração Pública,0,2360693
39,Esporte e Lazer,0,2360693
61,"Viação, Transporte e Mobilidade",0,2360714
46,Educação,0,2360695
70,Finanças Públicas e Orçamento,0,2360695
56,Saúde,0,2360715
76,Direito e Justiça,0,2360700
70,Finanças Públicas e Orçamento,0,2360700
39,Esporte e Lazer,0,2360701
72,Homenagens e Datas Comemorativas,0,2360701
34,Administração Pública,0,2360722
40,Economia,0,2360724
55,Relações Internacionais e Comércio Exterior,0,2360724
70,Finanças Públicas e Orçamento,0,2360730
56,Saúde,0,2360730
34,Administração Pública,0,2360726
70,Finanças Públicas e Orçamento,0,2360726
70,Finanças Públicas e Orçamento,0,2360727
56,Saúde,0,2360727
56,Saúde,0,2360728
56,Saúde,0,2360729
60,Turismo,0,2360736
46,Educação,0,2360716
58,Trabalho e Emprego,0,2360716
34,Administração Pública,0,2360731
34,Administração Pública,0,2360732
34,Administração Pública,0,2360733
57,Defesa e Segurança,0,2360733
70,Finanças Públicas e Orçamento,0,2360733
56,Saúde,0,2360733
34,Administração Pública,0,2360734
56,Saúde,0,2360734
58,Trabalho e Emprego,0,2360734
44,Direitos Humanos e Minorias,0,2360772
60,Turismo,0,2360735
44,Direitos Humanos e Minorias,0,2360748
56,Saúde,0,2360748
56,Saúde,0,2360806
34,Administração Pública,0,2360804
70,Finanças Públicas e Orçamento,0,2360834
58,Trabalho e Emprego,0,2360834
56,Saúde,0,2360846
42,Direito Civil e Processual Civil,0,2360807
43,Direito Penal e Processual Penal,0,2360807
44,Direitos Humanos e Minorias,0,2360807
34,Administração Pública,0,2361001
44,Direitos Humanos e Minorias,0,2361001
46,Educação,0,2361001
42,Direito Civil e Processual Civil,0,2360850
43,Direito Penal e Processual Penal,0,2360850
57,Defesa e Segurança,0,2361020
43,Direito Penal e Processual Penal,0,2361020
44,Direitos Humanos e Minorias,0,2361020
34,Administração Pública,0,2361014
34,Administração Pública,0,2360861
68,Direito Constitucional,0,2360861
42,Direito Civil e Processual Civil,0,2360887
76,Direito e Justiça,0,2360887
58,Trabalho e Emprego,0,2360887
67,Direito e Defesa do Consumidor,0,2361028
61,"Viação, Transporte e Mobilidade",0,2361028
76,Direito e Justiça,0,2361038
34,Administração Pública,0,2361054
46,Educação,0,2361054
67,Direito e Defesa do Consumidor,0,2361051
40,Economia,0,2361051
34,Administração Pública,0,2361058
46,Educação,0,2361058
44,Direitos Humanos e Minorias,0,2361052
56,Saúde,0,2361052
34,Administração Pública,0,2361053
46,Educação,0,2361053
34,Administração Pública,0,2361055
46,Educação,0,2361055
34,Administração Pública,0,2361056
46,Educação,0,2361056
34,Administração Pública,0,2361064
46,Educação,0,2361064
34,Administração Pública,0,2361106
46,Educação,0,2361106
34,Administração Pública,0,2361074
46,Educação,0,2361074
34,Administração Pública,0,2361111
46,Educação,0,2361111
34,Administração Pública,0,2361108
46,Educação,0,2361108
70,Finanças Públicas e Orçamento,0,2361108
62,"Ciência, Tecnologia e Inovação",0,2361082
40,Economia,0,2361082
34,Administração Pública,0,2361110
46,Educação,0,2361110
48,Meio Ambiente e Desenvolvimento Sustentável,0,2361115
56,Saúde,0,2361115
34,Administração Pública,0,2361112
46,Educação,0,2361112
34,Administração Pública,0,2361096
46,Educação,0,2361096
34,Administração Pública,0,2361120
46,Educação,0,2361120
34,Administração Pública,0,2361113
34,Administração Pública,0,2361097
37,Comunicações,0,2361097
34,Administração Pública,0,2361118
46,Educação,0,2361118
39,Esporte e Lazer,0,2361123
72,Homenagens e Datas Comemorativas,0,2361123
57,Defesa e Segurança,0,2361119
34,Administração Pública,0,2361126
46,Educação,0,2361126
34,Administração Pública,0,2361107
46,Educação,0,2361107
70,Finanças Públicas e Orçamento,0,2361107
57,Defesa e Segurança,0,2361121
34,Administração Pública,0,2361114
46,Educação,0,2361114
70,Finanças Públicas e Orçamento,0,2361114
34,Administração Pública,0,2361128
46,Educação,0,2361128
34,Administração Pública,0,2361122
46,Educação,0,2361122
34,Administração Pública,0,2361129
46,Educação,0,2361129
34,Administração Pública,0,2361116
46,Educação,0,2361116
70,Finanças Públicas e Orçamento,0,2361116
34,Administração Pública,0,2361124
46,Educação,0,2361124
44,Direitos Humanos e Minorias,0,2361117
46,Educação,0,2361117
34,Administração Pública,0,2361143
46,Educação,0,2361143
34,Administração Pública,0,2361139
46,Educação,0,2361139
34,Administração Pública,0,2361125
46,Educação,0,2361125
34,Administração Pública,0,2361130
46,Educação,0,2361130
70,Finanças Públicas e Orçamento,0,2361130
34,Administração Pública,0,2361145
46,Educação,0,2361145
34,Administração Pública,0,2361132
46,Educação,0,2361132
53,Processo Legislativo e Atuação Parlamentar,0,2361153
34,Administração Pública,0,2361147
46,Educação,0,2361147
34,Administração Pública,0,2361133
46,Educação,0,2361133
34,Administração Pública,0,2361155
46,Educação,0,2361155
62,"Ciência, Tecnologia e Inovação",0,2361150
56,Saúde,0,2361150
34,Administração Pública,0,2361135
46,Educação,0,2361135
34,Administração Pública,0,2361157
46,Educação,0,2361157
34,Administração Pública,0,2361158
46,Educação,0,2361158
34,Administração Pública,0,2361161
46,Educação,0,2361161
34,Administração Pública,0,2361138
46,Educação,0,2361138
70,Finanças Públicas e Orçamento,0,2361170
48,Meio Ambiente e Desenvolvimento Sustentável,0,2361170
61,"Viação, Transporte e Mobilidade",0,2361172
34,Administração Pública,0,2361173
46,Educação,0,2361173
44,Direitos Humanos e Minorias,0,2361174
40,Economia,0,2361174
70,Finanças Públicas e Orçamento,0,2361174
34,Administração Pública,0,2361152
46,Educação,0,2361152
61,"Viação, Transporte e Mobilidade",0,2361175
34,Administração Pública,0,2361156
46,Educação,0,2361156
34,Administração Pública,0,2361177
46,Educação,0,2361177
70,Finanças Públicas e Orçamento,0,2361177
46,Educação,0,2361163
34,Administração Pública,0,2361188
46,Educação,0,2361188
34,Administração Pública,0,2361182
46,Educação,0,2361182
34,Administração Pública,0,2361167
46,Educação,0,2361167
34,Administração Pública,0,2361189
46,Educação,0,2361189
34,Administração Pública,0,2361191
46,Educação,0,2361191
34,Administração Pública,0,2361166
46,Educação,0,2361166
34,Administração Pública,0,2361206
46,Educação,0,2361206
34,Administração Pública,0,2361169
46,Educação,0,2361169
34,Administração Pública,0,2361192
46,Educação,0,2361192
34,Administração Pública,0,2361180
46,Educação,0,2361180
42,Direito Civil e Processual Civil,0,2361200
58,Trabalho e Emprego,0,2361200
34,Administração Pública,0,2361204
46,Educação,0,2361204
34,Administração Pública,0,2361181
46,Educação,0,2361181
34,Administração Pública,0,2361209
46,Educação,0,2361209
34,Administração Pública,0,2361183
46,Educação,0,2361183
34,Administração Pública,0,2361221
46,Educação,0,2361221
34,Administração Pública,0,2361211
46,Educação,0,2361211
34,Administração Pública,0,2361186
46,Educação,0,2361186
57,Defesa e Segurança,0,2361197
44,Direitos Humanos e Minorias,0,2361197
46,Educação,0,2361197
34,Administração Pública,0,2361214
46,Educação,0,2361214
40,Economia,0,2361248
34,Administração Pública,0,2361216
46,Educação,0,2361216
70,Finanças Públicas e Orçamento,0,2361216
34,Administração Pública,0,2361217
46,Educação,0,2361217
54,"Energia, Recursos Hídricos e Minerais",0,2361279
70,Finanças Públicas e Orçamento,0,2361279
34,Administração Pública,0,2361277
34,Administração Pública,0,2361218
46,Educação,0,2361218
34,Administração Pública,0,2361289
46,Educação,0,2361289
34,Administração Pública,0,2361222
46,Educação,0,2361222
34,Administração Pública,0,2361224
46,Educação,0,2361224
34,Administração Pública,0,2361225
46,Educação,0,2361225
44,Direitos Humanos e Minorias,0,2361306
56,Saúde,0,2361245
34,Administração Pública,0,2361312
46,Educação,0,2361312
42,Direito Civil e Processual Civil,0,2361281
41,Cidades e Desenvolvimento Urbano,0,2361285
54,"Energia, Recursos Hídricos e Minerais",0,2361285
61,"Viação, Transporte e Mobilidade",0,2361285
34,Administração Pública,0,2361313
46,Educação,0,2361313
42,Direito Civil e Processual Civil,0,2361330
34,Administração Pública,0,2361331
46,Educação,0,2361331
57,Defesa e Segurança,0,2361284
46,Educação,0,2361284
70,Finanças Públicas e Orçamento,0,2361284
34,Administração Pública,0,2361332
46,Educação,0,2361332
34,Administração Pública,0,2361290
46,Educação,0,2361290
52,Previdência e Assistência Social,0,2361352
58,Trabalho e Emprego,0,2361352
42,Direito Civil e Processual Civil,0,2361327
34,Administração Pública,0,2361355
46,Educação,0,2361355
44,Direitos Humanos e Minorias,0,2361326
56,Saúde,0,2361326
52,Previdência e Assistência Social,0,2361351
34,Administração Pública,0,2361359
46,Educação,0,2361359
34,Administração Pública,0,2361360
46,Educação,0,2361360
56,Saúde,0,2361328
58,Trabalho e Emprego,0,2361328
57,Defesa e Segurança,0,2361361
56,Saúde,0,2361361
34,Administração Pública,0,2361333
46,Educação,0,2361333
56,Saúde,0,2361364
56,Saúde,0,2361347
34,Administração Pública,0,2361373
44,Direitos Humanos e Minorias,0,2361373
46,Educação,0,2361373
56,Saúde,0,2361369
34,Administração Pública,0,2361378
44,Direitos Humanos e Minorias,0,2361378
46,Educação,0,2361378
34,Administração Pública,0,2361356
46,Educação,0,2361356
44,Direitos Humanos e Minorias,0,2361382
72,Homenagens e Datas Comemorativas,0,2361382
34,Administração Pública,0,2361358
46,Educação,0,2361358
39,Esporte e Lazer,0,2361376
70,Finanças Públicas e Orçamento,0,2361376
56,Saúde,0,2361376
57,Defesa e Segurança,0,2361385
34,Administração Pública,0,2361391
46,Educação,0,2361391
34,Administração Pública,0,2361362
46,Educação,0,2361362
56,Saúde,0,2361401
56,Saúde,0,2361400
57,Defesa e Segurança,0,2361406
67,Direito e Defesa do Consumidor,0,2361406
44,Direitos Humanos e Minorias,0,2361406
46,Educação,0,2361406
34,Administração Pública,0,2361375
46,Educação,0,2361375
44,Direitos Humanos e Minorias,0,2361407
70,Finanças Públicas e Orçamento,0,2361407
58,Trabalho e Emprego,0,2361407
34,Administração Pública,0,2361381
46,Educação,0,2361381
34,Administração Pública,0,2361411
34,Administração Pública,0,2361414
53,Processo Legislativo e Atuação Parlamentar,0,2361414
34,Administração Pública,0,2361402
46,Educação,0,2361402
44,Direitos Humanos e Minorias,0,2361410
55,Relações Internacionais e Comércio Exterior,0,2361410
61,"Viação, Transporte e Mobilidade",0,2361410
34,Administração Pública,0,2361403
46,Educação,0,2361403
34,Administração Pública,0,2361415
35,"Arte, Cultura e Religião",0,2361415
66,"Indústria, Comércio e Serviços",0,2361416
61,"Viação, Transporte e Mobilidade",0,2361416
57,Defesa e Segurança,0,2361404
43,Direito Penal e Processual Penal,0,2361404
44,Direitos Humanos e Minorias,0,2361404
44,Direitos Humanos e Minorias,0,2361408
46,Educação,0,2361408
44,Direitos Humanos e Minorias,0,2361409
54,"Energia, Recursos Hídricos e Minerais",0,2361443
66,"Indústria, Comércio e Serviços",0,2361443
48,Meio Ambiente e Desenvolvimento Sustentável,0,2361443
72,Homenagens e Datas Comemorativas,0,2361413
43,Direito Penal e Processual Penal,0,2361428
44,Direitos Humanos e Minorias,0,2361428
56,Saúde,0,2361451
70,Finanças Públicas e Orçamento,0,2361450
48,Meio Ambiente e Desenvolvimento Sustentável,0,2361450
44,Direitos Humanos e Minorias,0,2361442
56,Saúde,0,2361442
52,Previdência e Assistência Social,0,2361457
72,Homenagens e Datas Comemorativas,0,2361449
56,Saúde,0,2361449
34,Administração Pública,0,2361466
44,Direitos Humanos e Minorias,0,2361454
46,Educação,0,2361454
56,Saúde,0,2361452
44,Direitos Humanos e Minorias,0,2361470
51,Estrutura Fundiária,0,2361470
61,"Viação, Transporte e Mobilidade",0,2361470
34,Administração Pública,0,2361455
46,Educação,0,2361455
58,Trabalho e Emprego,0,2361455
34,Administração Pública,0,2361477
67,Direito e Defesa do Consumidor,0,2361477
52,Previdência e Assistência Social,0,2361477
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2361481
37,Comunicações,0,2361481
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2361458
51,Estrutura Fundiária,0,2361458
48,Meio Ambiente e Desenvolvimento Sustentável,0,2361458
60,Turismo,0,2361458
34,Administração Pública,0,2361482
67,Direito e Defesa do Consumidor,0,2361482
57,Defesa e Segurança,0,2361472
44,Direitos Humanos e Minorias,0,2361472
62,"Ciência, Tecnologia e Inovação",0,2361476
70,Finanças Públicas e Orçamento,0,2361476
42,Direito Civil e Processual Civil,0,2361484
34,Administração Pública,0,2361486
37,Comunicações,0,2361486
40,Economia,0,2361486
46,Educação,0,2361486
54,"Energia, Recursos Hídricos e Minerais",0,2361475
48,Meio Ambiente e Desenvolvimento Sustentável,0,2361475
34,Administração Pública,0,2361479
40,Economia,0,2361479
58,Trabalho e Emprego,0,2361485
57,Defesa e Segurança,0,2361498
61,"Viação, Transporte e Mobilidade",0,2361498
34,Administração Pública,0,2361490
62,"Ciência, Tecnologia e Inovação",0,2361487
46,Educação,0,2361487
58,Trabalho e Emprego,0,2361487
64,"Agricultura, Pecuária, Pesca e Extrativismo",0,2361497
40,Economia,0,2361488
76,Direito e Justiça,0,2361500
58,Trabalho e Emprego,0,2361500
42,Direito Civil e Processual Civil,0,2361492
66,"Indústria, Comércio e Serviços",0,2361492
34,Administração Pública,0,2361513
46,Educação,0,2361513
46,Educação,0,2361506
34,Administração Pública,0,2361515
46,Educação,0,2361515
46,Educação,0,2361510
70,Finanças Públicas e Orçamento,0,2361510
34,Administração Pública,0,2361514
46,Educação,0,2361514
34,Administração Pública,0,2361525
46,Educação,0,2361525
34,Administração Pública,0,2361524
46,Educação,0,2361524
72,Homenagens e Datas Comemorativas,0,2361526
34,Administração Pública,0,2361528
44,Direitos Humanos e Minorias,0,2361528
46,Educação,0,2361528
